video_path,video_results
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a bar with chairs and a television on the wall-0-4058222507.mp4,0.48161983489990234
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a bar with chairs and a television on the wall-1-843691521.mp4,0.45635420083999634
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a bar with chairs and a television on the wall-2-1443945792.mp4,0.5256480574607849
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a bar with chairs and a television on the wall-3-3409047293.mp4,0.5103514790534973
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a bar with chairs and a television on the wall-4-3346549625.mp4,0.5172339081764221
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a boat sits on the shore of a lake with mt fuji in the background-0-235683895.mp4,0.6123979687690735
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a boat sits on the shore of a lake with mt fuji in the background-1-803459517.mp4,0.6184365749359131
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a boat sits on the shore of a lake with mt fuji in the background-2-705480874.mp4,0.578887939453125
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a boat sits on the shore of a lake with mt fuji in the background-3-1874863830.mp4,0.6052685976028442
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a boat sits on the shore of a lake with mt fuji in the background-4-553405865.mp4,0.5800526738166809
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a bridge that is in the middle of a river-0-2855776365.mp4,0.6082133054733276
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a bridge that is in the middle of a river-1-1783074016.mp4,0.5677216053009033
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a bridge that is in the middle of a river-2-2928260923.mp4,0.5672740936279297
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a bridge that is in the middle of a river-3-3260086526.mp4,0.5748528242111206
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a bridge that is in the middle of a river-4-3866683751.mp4,0.605522632598877
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a captivating scene featuring a spiral galaxy shining brilliantly in the night sky-0-349268902.mp4,0.31540876626968384
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a captivating scene featuring a spiral galaxy shining brilliantly in the night sky-1-885143245.mp4,0.3834621012210846
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a captivating scene featuring a spiral galaxy shining brilliantly in the night sky-2-42609239.mp4,0.353815495967865
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a captivating scene featuring a spiral galaxy shining brilliantly in the night sky-3-2212448975.mp4,0.3739693760871887
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a captivating scene featuring a spiral galaxy shining brilliantly in the night sky-4-635626943.mp4,0.42353716492652893
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a chair in a room next to some drawings-0-2365194501.mp4,0.4443718194961548
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a chair in a room next to some drawings-1-2701014220.mp4,0.4724518060684204
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a chair in a room next to some drawings-2-1046034530.mp4,0.3112989068031311
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a chair in a room next to some drawings-3-967121905.mp4,0.5116863250732422
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a chair in a room next to some drawings-4-1470741057.mp4,0.5100879669189453
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a close-up view of the flames of a fireplace-0-1471741979.mp4,0.39336204528808594
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a close-up view of the flames of a fireplace-1-4208075987.mp4,0.3556898832321167
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a close-up view of the flames of a fireplace-2-1515561723.mp4,0.34902888536453247
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a close-up view of the flames of a fireplace-3-3956635170.mp4,0.3799813687801361
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a close-up view of the flames of a fireplace-4-1367892892.mp4,0.42281845211982727
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a farm in the middle of the day-0-3137744604.mp4,0.6586862802505493
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a farm in the middle of the day-1-655128418.mp4,0.62171870470047
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a farm in the middle of the day-2-1128042721.mp4,0.6078711748123169
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a farm in the middle of the day-3-1274441982.mp4,0.5588788390159607
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a farm in the middle of the day-4-3161665129.mp4,0.5962673425674438
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a flock of birds flying over a tree at sunset-0-2553218974.mp4,0.508213996887207
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a flock of birds flying over a tree at sunset-1-1263087311.mp4,0.5780684351921082
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a flock of birds flying over a tree at sunset-2-1938298309.mp4,0.5532414317131042
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a flock of birds flying over a tree at sunset-3-2955295401.mp4,0.5880987048149109
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a flock of birds flying over a tree at sunset-4-4082997359.mp4,0.5851691961288452
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy field that has trees in the grass-0-1403421472.mp4,0.4961659908294678
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy field that has trees in the grass-1-543612828.mp4,0.47147390246391296
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy field that has trees in the grass-2-727597709.mp4,0.4850624203681946
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy field that has trees in the grass-3-22571716.mp4,0.4920039176940918
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy field that has trees in the grass-4-406949472.mp4,0.5001969337463379
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy landscape with trees and hills in the distance-0-262110541.mp4,0.5634965300559998
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy landscape with trees and hills in the distance-1-3805118710.mp4,0.5631811618804932
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy landscape with trees and hills in the distance-2-1098026440.mp4,0.5684323906898499
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy landscape with trees and hills in the distance-3-3741029863.mp4,0.549367368221283
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy landscape with trees and hills in the distance-4-1301555384.mp4,0.5485913157463074
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy road with trees in the distance-0-1494012301.mp4,0.4657788574695587
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy road with trees in the distance-1-961031596.mp4,0.5700106620788574
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy road with trees in the distance-2-1708005046.mp4,0.6040114760398865
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy road with trees in the distance-3-3257748949.mp4,0.5848537087440491
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a foggy road with trees in the distance-4-1456976301.mp4,0.5710313320159912
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a group of hot air balloons flying over a field-0-3130872382.mp4,0.5840949416160583
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a group of hot air balloons flying over a field-1-1803379596.mp4,0.5903337001800537
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a group of hot air balloons flying over a field-2-3477786316.mp4,0.6008930206298828
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a group of hot air balloons flying over a field-3-3928062842.mp4,0.5782706141471863
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a group of hot air balloons flying over a field-4-2462349243.mp4,0.5887851119041443
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a group of hot air balloons flying over a valley-0-1370027767.mp4,0.5674035549163818
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a group of hot air balloons flying over a valley-1-2283770257.mp4,0.5163043141365051
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a group of hot air balloons flying over a valley-2-2012313770.mp4,0.5947696566581726
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a group of hot air balloons flying over a valley-3-742581965.mp4,0.4449443221092224
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a group of hot air balloons flying over a valley-4-709947110.mp4,0.5299930572509766
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a group of people standing on top of a green hill-0-1873596451.mp4,0.59144526720047
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a group of people standing on top of a green hill-1-1336161614.mp4,0.6102073788642883
C:\workspace\world\Matrix-Game\Matrix-Game-2\out\vbench\videos\a group of people standing on top of a green hill-2-735459463.mp4,0.6467757821083069
